study_id,temp_init,temp_regime,temp_range,mean_temp,min_temp,max_temp,dtr,fluc_type,trait,units,response,dataset,type,growth_rate_g,fluctuation,mean_temp_calculated,max_response,scaled_response,unique_experiment,n,keep
159,21,1,28,NA,10,32,22,1,thorax length,mm,0.85,vb_team_data,NA,NA,NA,21,1.15,0.7391304347826088,159_thorax length,92,keep
159,21,1,28,NA,11,21,10,1,thorax length,mm,0.98,vb_team_data,NA,NA,NA,16,1.15,0.8521739130434783,159_thorax length,92,keep
159,21,1,28,NA,12,30,18,1,thorax length,mm,0.9,vb_team_data,NA,NA,NA,21,1.15,0.782608695652174,159_thorax length,92,keep
159,21,1,28,NA,16,26,10,1,thorax length,mm,0.95,vb_team_data,NA,NA,NA,21,1.15,0.8260869565217391,159_thorax length,92,keep
159,21,1,28,NA,21,33,12,1,thorax length,mm,0.91,vb_team_data,NA,NA,NA,27,1.15,0.791304347826087,159_thorax length,92,keep
159,21,1,28,NA,21,31,10,1,thorax length,mm,0.93,vb_team_data,NA,NA,NA,26,1.15,0.8086956521739131,159_thorax length,92,keep
159,21,1,28,NA,26,30,4,1,thorax length,mm,0.91,vb_team_data,NA,NA,NA,28,1.15,0.791304347826087,159_thorax length,92,keep
159,21,0,18,12,NA,NA,NA,NA,thorax length,mm,1.04,vb_team_data,NA,NA,NA,12,1.15,0.9043478260869566,159_thorax length,68,keep
159,21,0,18,14,NA,NA,NA,NA,thorax length,mm,1.09,vb_team_data,NA,NA,NA,14,1.15,0.9478260869565219,159_thorax length,68,keep
159,21,0,18,16,NA,NA,NA,NA,thorax length,mm,1.11,vb_team_data,NA,NA,NA,16,1.15,0.965217391304348,159_thorax length,68,keep
159,21,0,18,18,NA,NA,NA,NA,thorax length,mm,1.1,vb_team_data,NA,NA,NA,18,1.15,0.9565217391304349,159_thorax length,68,keep
159,21,0,18,21,NA,NA,NA,NA,thorax length,mm,1.07,vb_team_data,NA,NA,NA,21,1.15,0.9304347826086958,159_thorax length,68,keep
159,21,0,18,26,NA,NA,NA,NA,thorax length,mm,1.02,vb_team_data,NA,NA,NA,26,1.15,0.8869565217391305,159_thorax length,68,keep
159,21,0,18,28,NA,NA,NA,NA,thorax length,mm,0.99,vb_team_data,NA,NA,NA,28,1.15,0.8608695652173913,159_thorax length,68,keep
159,21,0,18,30,NA,NA,NA,NA,thorax length,mm,0.96,vb_team_data,NA,NA,NA,30,1.15,0.8347826086956522,159_thorax length,68,keep
159,21,1,28,NA,5,15,10,1,thorax length,mm,1.02,vb_team_data,NA,NA,NA,10,1.15,0.8869565217391305,159_thorax length,92,keep
159,21,1,28,NA,7,29,22,1,thorax length,mm,0.93,vb_team_data,NA,NA,NA,18,1.15,0.8086956521739131,159_thorax length,92,keep
159,21,1,28,NA,7,21,14,1,thorax length,mm,1.04,vb_team_data,NA,NA,NA,14,1.15,0.9043478260869566,159_thorax length,92,keep
159,21,1,28,NA,9,21,12,1,thorax length,mm,1.06,vb_team_data,NA,NA,NA,15,1.15,0.9217391304347827,159_thorax length,92,keep
159,21,1,28,NA,9,15,6,1,thorax length,mm,1.03,vb_team_data,NA,NA,NA,12,1.15,0.8956521739130435,159_thorax length,92,keep
159,21,1,28,NA,11,21,10,1,thorax length,mm,1.06,vb_team_data,NA,NA,NA,16,1.15,0.9217391304347827,159_thorax length,92,keep
159,21,1,28,NA,12,30,18,1,thorax length,mm,0.99,vb_team_data,NA,NA,NA,21,1.15,0.8608695652173913,159_thorax length,92,keep
159,21,1,28,NA,16,26,10,1,thorax length,mm,1.04,vb_team_data,NA,NA,NA,21,1.15,0.9043478260869566,159_thorax length,92,keep
159,21,1,28,NA,21,33,12,1,thorax length,mm,0.96,vb_team_data,NA,NA,NA,27,1.15,0.8347826086956522,159_thorax length,92,keep
159,21,1,28,NA,21,31,10,1,thorax length,mm,0.98,vb_team_data,NA,NA,NA,26,1.15,0.8521739130434783,159_thorax length,92,keep
159,21,1,28,NA,26,30,4,1,thorax length,mm,0.99,vb_team_data,NA,NA,NA,28,1.15,0.8608695652173913,159_thorax length,92,keep
159,21,0,18,12,NA,NA,NA,NA,thorax length,mm,1.07,vb_team_data,NA,NA,NA,12,1.15,0.9304347826086958,159_thorax length,68,keep
159,21,0,18,14,NA,NA,NA,NA,thorax length,mm,1.12,vb_team_data,NA,NA,NA,14,1.15,0.973913043478261,159_thorax length,68,keep
159,21,0,18,16,NA,NA,NA,NA,thorax length,mm,1.13,vb_team_data,NA,NA,NA,16,1.15,0.9826086956521739,159_thorax length,68,keep
159,21,0,18,18,NA,NA,NA,NA,thorax length,mm,1.12,vb_team_data,NA,NA,NA,18,1.15,0.973913043478261,159_thorax length,68,keep
159,21,0,18,21,NA,NA,NA,NA,thorax length,mm,1.1,vb_team_data,NA,NA,NA,21,1.15,0.9565217391304349,159_thorax length,68,keep
159,21,0,18,26,NA,NA,NA,NA,thorax length,mm,1.03,vb_team_data,NA,NA,NA,26,1.15,0.8956521739130435,159_thorax length,68,keep
159,21,0,18,28,NA,NA,NA,NA,thorax length,mm,1,vb_team_data,NA,NA,NA,28,1.15,0.8695652173913044,159_thorax length,68,keep
159,21,0,18,30,NA,NA,NA,NA,thorax length,mm,0.95,vb_team_data,NA,NA,NA,30,1.15,0.8260869565217391,159_thorax length,68,keep
159,21,1,28,NA,5,15,10,1,thorax length,mm,1.05,vb_team_data,NA,NA,NA,10,1.15,0.9130434782608696,159_thorax length,92,keep
159,21,1,28,NA,7,29,22,1,thorax length,mm,0.95,vb_team_data,NA,NA,NA,18,1.15,0.8260869565217391,159_thorax length,92,keep
159,21,1,28,NA,7,21,14,1,thorax length,mm,1.05,vb_team_data,NA,NA,NA,14,1.15,0.9130434782608696,159_thorax length,92,keep
159,21,1,28,NA,9,21,12,1,thorax length,mm,1.07,vb_team_data,NA,NA,NA,15,1.15,0.9304347826086958,159_thorax length,92,keep
159,21,1,28,NA,9,15,6,1,thorax length,mm,1.07,vb_team_data,NA,NA,NA,12,1.15,0.9304347826086958,159_thorax length,92,keep
159,21,1,28,NA,11,21,10,1,thorax length,mm,1.08,vb_team_data,NA,NA,NA,16,1.15,0.9391304347826088,159_thorax length,92,keep
159,21,1,28,NA,12,30,18,1,thorax length,mm,1.01,vb_team_data,NA,NA,NA,21,1.15,0.8782608695652174,159_thorax length,92,keep
159,21,1,28,NA,16,26,10,1,thorax length,mm,1.06,vb_team_data,NA,NA,NA,21,1.15,0.9217391304347827,159_thorax length,92,keep
159,21,1,28,NA,21,33,12,1,thorax length,mm,0.97,vb_team_data,NA,NA,NA,27,1.15,0.8434782608695652,159_thorax length,92,keep
159,21,1,28,NA,21,31,10,1,thorax length,mm,1,vb_team_data,NA,NA,NA,26,1.15,0.8695652173913044,159_thorax length,92,keep
159,21,1,28,NA,26,30,4,1,thorax length,mm,1,vb_team_data,NA,NA,NA,28,1.15,0.8695652173913044,159_thorax length,92,keep
159,21,0,18,12,NA,NA,NA,NA,thorax length,mm,0.96,vb_team_data,NA,NA,NA,12,1.15,0.8347826086956522,159_thorax length,68,keep
159,21,0,18,14,NA,NA,NA,NA,thorax length,mm,0.99,vb_team_data,NA,NA,NA,14,1.15,0.8608695652173913,159_thorax length,68,keep
159,21,0,18,16,NA,NA,NA,NA,thorax length,mm,1.01,vb_team_data,NA,NA,NA,16,1.15,0.8782608695652174,159_thorax length,68,keep
159,21,0,18,18,NA,NA,NA,NA,thorax length,mm,1.01,vb_team_data,NA,NA,NA,18,1.15,0.8782608695652174,159_thorax length,68,keep
159,21,0,18,21,NA,NA,NA,NA,thorax length,mm,0.97,vb_team_data,NA,NA,NA,21,1.15,0.8434782608695652,159_thorax length,68,keep
159,21,0,18,26,NA,NA,NA,NA,thorax length,mm,0.91,vb_team_data,NA,NA,NA,26,1.15,0.791304347826087,159_thorax length,68,keep
159,21,0,18,28,NA,NA,NA,NA,thorax length,mm,0.88,vb_team_data,NA,NA,NA,28,1.15,0.7652173913043478,159_thorax length,68,keep
159,21,0,18,30,NA,NA,NA,NA,thorax length,mm,0.86,vb_team_data,NA,NA,NA,30,1.15,0.7478260869565218,159_thorax length,68,keep
159,21,1,28,NA,5,15,10,1,thorax length,mm,0.93,vb_team_data,NA,NA,NA,10,1.15,0.8086956521739131,159_thorax length,92,keep
159,21,1,28,NA,7,29,22,1,thorax length,mm,0.82,vb_team_data,NA,NA,NA,18,1.15,0.7130434782608696,159_thorax length,92,keep
159,21,1,28,NA,7,21,14,1,thorax length,mm,0.95,vb_team_data,NA,NA,NA,14,1.15,0.8260869565217391,159_thorax length,92,keep
159,21,1,28,NA,9,21,12,1,thorax length,mm,0.96,vb_team_data,NA,NA,NA,15,1.15,0.8347826086956522,159_thorax length,92,keep
159,21,1,28,NA,9,15,6,1,thorax length,mm,0.93,vb_team_data,NA,NA,NA,12,1.15,0.8086956521739131,159_thorax length,92,keep
159,21,1,28,NA,11,21,10,1,thorax length,mm,0.97,vb_team_data,NA,NA,NA,16,1.15,0.8434782608695652,159_thorax length,92,keep
159,21,1,28,NA,12,30,18,1,thorax length,mm,0.87,vb_team_data,NA,NA,NA,21,1.15,0.7565217391304349,159_thorax length,92,keep
159,21,1,28,NA,16,26,10,1,thorax length,mm,0.92,vb_team_data,NA,NA,NA,21,1.15,0.8,159_thorax length,92,keep
159,21,1,28,NA,21,33,12,1,thorax length,mm,0.86,vb_team_data,NA,NA,NA,27,1.15,0.7478260869565218,159_thorax length,92,keep
159,21,1,28,NA,21,31,10,1,thorax length,mm,0.87,vb_team_data,NA,NA,NA,26,1.15,0.7565217391304349,159_thorax length,92,keep
159,21,1,28,NA,26,30,4,1,thorax length,mm,0.87,vb_team_data,NA,NA,NA,28,1.15,0.7565217391304349,159_thorax length,92,keep
159,21,0,18,12,NA,NA,NA,NA,thorax length,mm,0.97,vb_team_data,NA,NA,NA,12,1.15,0.8434782608695652,159_thorax length,68,keep
159,21,0,18,14,NA,NA,NA,NA,thorax length,mm,1.03,vb_team_data,NA,NA,NA,14,1.15,0.8956521739130435,159_thorax length,68,keep
159,21,0,18,16,NA,NA,NA,NA,thorax length,mm,1.04,vb_team_data,NA,NA,NA,16,1.15,0.9043478260869566,159_thorax length,68,keep
159,21,0,18,18,NA,NA,NA,NA,thorax length,mm,1.02,vb_team_data,NA,NA,NA,18,1.15,0.8869565217391305,159_thorax length,68,keep
159,21,0,18,21,NA,NA,NA,NA,thorax length,mm,0.98,vb_team_data,NA,NA,NA,21,1.15,0.8521739130434783,159_thorax length,68,keep
159,21,0,18,26,NA,NA,NA,NA,thorax length,mm,0.91,vb_team_data,NA,NA,NA,26,1.15,0.791304347826087,159_thorax length,68,keep
159,21,0,18,28,NA,NA,NA,NA,thorax length,mm,0.89,vb_team_data,NA,NA,NA,28,1.15,0.773913043478261,159_thorax length,68,keep
159,21,0,18,30,NA,NA,NA,NA,thorax length,mm,0.85,vb_team_data,NA,NA,NA,30,1.15,0.7391304347826088,159_thorax length,68,keep
159,21,1,28,NA,5,15,10,1,thorax length,mm,0.95,vb_team_data,NA,NA,NA,10,1.15,0.8260869565217391,159_thorax length,92,keep
159,21,1,28,NA,7,29,22,1,thorax length,mm,0.85,vb_team_data,NA,NA,NA,18,1.15,0.7391304347826088,159_thorax length,92,keep
159,21,1,28,NA,7,21,14,1,thorax length,mm,0.96,vb_team_data,NA,NA,NA,14,1.15,0.8347826086956522,159_thorax length,92,keep
159,21,1,28,NA,9,21,12,1,thorax length,mm,0.97,vb_team_data,NA,NA,NA,15,1.15,0.8434782608695652,159_thorax length,92,keep
159,21,1,28,NA,9,15,6,1,thorax length,mm,0.95,vb_team_data,NA,NA,NA,12,1.15,0.8260869565217391,159_thorax length,92,keep
159,21,1,28,NA,11,21,10,1,thorax length,mm,0.97,vb_team_data,NA,NA,NA,16,1.15,0.8434782608695652,159_thorax length,92,keep
159,21,1,28,NA,12,30,18,1,thorax length,mm,0.9,vb_team_data,NA,NA,NA,21,1.15,0.782608695652174,159_thorax length,92,keep
159,21,1,28,NA,16,26,10,1,thorax length,mm,0.94,vb_team_data,NA,NA,NA,21,1.15,0.8173913043478261,159_thorax length,92,keep
159,21,1,28,NA,21,33,12,1,thorax length,mm,0.87,vb_team_data,NA,NA,NA,27,1.15,0.7565217391304349,159_thorax length,92,keep
159,21,1,28,NA,21,31,10,1,thorax length,mm,0.88,vb_team_data,NA,NA,NA,26,1.15,0.7652173913043478,159_thorax length,92,keep
159,21,1,28,NA,26,30,4,1,thorax length,mm,0.88,vb_team_data,NA,NA,NA,28,1.15,0.7652173913043478,159_thorax length,92,keep
159,21,0,20,12,NA,NA,NA,NA,winglength,mm,2.84,vb_team_data,NA,NA,NA,12,3.07,0.9250814332247557,159_winglength,68,keep
159,21,0,20,14,NA,NA,NA,NA,winglength,mm,2.99,vb_team_data,NA,NA,NA,14,3.07,0.973941368078176,159_winglength,68,keep
159,21,0,20,16,NA,NA,NA,NA,winglength,mm,3.01,vb_team_data,NA,NA,NA,16,3.07,0.9804560260586319,159_winglength,68,keep
159,21,0,20,18,NA,NA,NA,NA,winglength,mm,2.98,vb_team_data,NA,NA,NA,18,3.07,0.970684039087948,159_winglength,68,keep
159,21,0,20,21,NA,NA,NA,NA,winglength,mm,2.87,vb_team_data,NA,NA,NA,21,3.07,0.9348534201954398,159_winglength,68,keep
159,21,0,20,26,NA,NA,NA,NA,winglength,mm,2.65,vb_team_data,NA,NA,NA,26,3.07,0.8631921824104235,159_winglength,68,keep
159,21,0,20,28,NA,NA,NA,NA,winglength,mm,2.56,vb_team_data,NA,NA,NA,28,3.07,0.8338762214983714,159_winglength,68,keep
159,21,0,20,30,NA,NA,NA,NA,winglength,mm,2.48,vb_team_data,NA,NA,NA,30,3.07,0.8078175895765473,159_winglength,68,keep
159,21,0,20,32,NA,NA,NA,NA,winglength,mm,2.42,vb_team_data,NA,NA,NA,32,3.07,0.7882736156351792,159_winglength,68,keep
159,21,1,28,NA,5,15,10,1,winglength,mm,2.69,vb_team_data,NA,NA,NA,10,3.07,0.8762214983713356,159_winglength,92,keep
159,21,1,28,NA,9,15,6,1,winglength,mm,2.79,vb_team_data,NA,NA,NA,12,3.07,0.9087947882736157,159_winglength,92,keep
159,21,1,28,NA,7,21,14,1,winglength,mm,2.76,vb_team_data,NA,NA,NA,14,3.07,0.8990228013029316,159_winglength,92,keep
159,21,1,28,NA,9,21,12,1,winglength,mm,2.84,vb_team_data,NA,NA,NA,15,3.07,0.9250814332247557,159_winglength,92,keep
159,21,1,28,NA,11,21,10,1,winglength,mm,2.76,vb_team_data,NA,NA,NA,16,3.07,0.8990228013029316,159_winglength,92,keep
159,21,1,28,NA,7,29,22,1,winglength,mm,2.22,vb_team_data,NA,NA,NA,18,3.07,0.723127035830619,159_winglength,92,keep
159,21,1,28,NA,10,32,22,1,winglength,mm,2.24,vb_team_data,NA,NA,NA,21,3.07,0.729641693811075,159_winglength,92,keep
159,21,1,28,NA,12,30,18,1,winglength,mm,2.46,vb_team_data,NA,NA,NA,21,3.07,0.8013029315960912,159_winglength,92,keep
159,21,1,28,NA,16,26,10,1,winglength,mm,2.63,vb_team_data,NA,NA,NA,21,3.07,0.8566775244299675,159_winglength,92,keep
159,21,1,28,NA,21,33,12,1,winglength,mm,2.5,vb_team_data,NA,NA,NA,27,3.07,0.8143322475570033,159_winglength,92,keep
159,21,1,28,NA,21,31,10,1,winglength,mm,2.54,vb_team_data,NA,NA,NA,26,3.07,0.8273615635179153,159_winglength,92,keep
159,21,1,28,NA,26,30,4,1,winglength,mm,2.51,vb_team_data,NA,NA,NA,28,3.07,0.8175895765472312,159_winglength,92,keep
159,21,0,20,12,NA,NA,NA,NA,winglength,mm,2.95,vb_team_data,NA,NA,NA,12,3.07,0.9609120521172639,159_winglength,68,keep
159,21,0,20,14,NA,NA,NA,NA,winglength,mm,3.06,vb_team_data,NA,NA,NA,14,3.07,0.9967426710097721,159_winglength,68,keep
159,21,0,20,16,NA,NA,NA,NA,winglength,mm,3.07,vb_team_data,NA,NA,NA,16,3.07,1,159_winglength,68,keep
159,21,0,20,18,NA,NA,NA,NA,winglength,mm,3.03,vb_team_data,NA,NA,NA,18,3.07,0.9869706840390879,159_winglength,68,keep
159,21,0,20,21,NA,NA,NA,NA,winglength,mm,2.92,vb_team_data,NA,NA,NA,21,3.07,0.9511400651465798,159_winglength,68,keep
159,21,0,20,26,NA,NA,NA,NA,winglength,mm,2.68,vb_team_data,NA,NA,NA,26,3.07,0.8729641693811075,159_winglength,68,keep
159,21,0,20,28,NA,NA,NA,NA,winglength,mm,2.57,vb_team_data,NA,NA,NA,28,3.07,0.8371335504885994,159_winglength,68,keep
159,21,0,20,30,NA,NA,NA,NA,winglength,mm,2.46,vb_team_data,NA,NA,NA,30,3.07,0.8013029315960912,159_winglength,68,keep
159,21,0,20,32,NA,NA,NA,NA,winglength,mm,2.38,vb_team_data,NA,NA,NA,32,3.07,0.7752442996742671,159_winglength,68,keep
159,21,1,28,NA,5,15,10,1,winglength,mm,2.81,vb_team_data,NA,NA,NA,10,3.07,0.9153094462540717,159_winglength,92,keep
159,21,1,28,NA,9,15,6,1,winglength,mm,2.9,vb_team_data,NA,NA,NA,12,3.07,0.9446254071661238,159_winglength,92,keep
159,21,1,28,NA,7,21,14,1,winglength,mm,2.79,vb_team_data,NA,NA,NA,14,3.07,0.9087947882736157,159_winglength,92,keep
159,21,1,28,NA,9,21,12,1,winglength,mm,2.86,vb_team_data,NA,NA,NA,15,3.07,0.9315960912052117,159_winglength,92,keep
159,21,1,28,NA,11,21,10,1,winglength,mm,2.83,vb_team_data,NA,NA,NA,16,3.07,0.9218241042345278,159_winglength,92,keep
159,21,1,28,NA,7,29,22,1,winglength,mm,2.3,vb_team_data,NA,NA,NA,18,3.07,0.749185667752443,159_winglength,92,keep
159,21,1,28,NA,10,32,22,1,winglength,mm,2.31,vb_team_data,NA,NA,NA,21,3.07,0.752442996742671,159_winglength,92,keep
159,21,1,28,NA,12,30,18,1,winglength,mm,2.52,vb_team_data,NA,NA,NA,21,3.07,0.8208469055374593,159_winglength,92,keep
159,21,1,28,NA,16,26,10,1,winglength,mm,2.71,vb_team_data,NA,NA,NA,21,3.07,0.8827361563517916,159_winglength,92,keep
159,21,1,28,NA,21,33,12,1,winglength,mm,2.53,vb_team_data,NA,NA,NA,27,3.07,0.8241042345276873,159_winglength,92,keep
159,21,1,28,NA,21,31,10,1,winglength,mm,2.58,vb_team_data,NA,NA,NA,26,3.07,0.8403908794788274,159_winglength,92,keep
159,21,1,28,NA,26,30,4,1,winglength,mm,2.5,vb_team_data,NA,NA,NA,28,3.07,0.8143322475570033,159_winglength,92,keep
159,21,0,20,12,NA,NA,NA,NA,winglength,mm,2.57,vb_team_data,NA,NA,NA,12,3.07,0.8371335504885994,159_winglength,68,keep
159,21,0,20,14,NA,NA,NA,NA,winglength,mm,2.66,vb_team_data,NA,NA,NA,14,3.07,0.8664495114006515,159_winglength,68,keep
159,21,0,20,16,NA,NA,NA,NA,winglength,mm,2.7,vb_team_data,NA,NA,NA,16,3.07,0.8794788273615636,159_winglength,68,keep
159,21,0,20,18,NA,NA,NA,NA,winglength,mm,2.67,vb_team_data,NA,NA,NA,18,3.07,0.8697068403908795,159_winglength,68,keep
159,21,0,20,21,NA,NA,NA,NA,winglength,mm,2.54,vb_team_data,NA,NA,NA,21,3.07,0.8273615635179153,159_winglength,68,keep
159,21,0,20,26,NA,NA,NA,NA,winglength,mm,2.33,vb_team_data,NA,NA,NA,26,3.07,0.7589576547231272,159_winglength,68,keep
159,21,0,20,28,NA,NA,NA,NA,winglength,mm,2.25,vb_team_data,NA,NA,NA,28,3.07,0.7328990228013029,159_winglength,68,keep
159,21,0,20,30,NA,NA,NA,NA,winglength,mm,2.15,vb_team_data,NA,NA,NA,30,3.07,0.7003257328990228,159_winglength,68,keep
159,21,0,20,32,NA,NA,NA,NA,winglength,mm,2.09,vb_team_data,NA,NA,NA,32,3.07,0.6807817589576547,159_winglength,68,keep
159,21,1,28,NA,5,15,10,1,winglength,mm,2.45,vb_team_data,NA,NA,NA,10,3.07,0.7980456026058633,159_winglength,92,keep
159,21,1,28,NA,9,15,6,1,winglength,mm,2.53,vb_team_data,NA,NA,NA,12,3.07,0.8241042345276873,159_winglength,92,keep
159,21,1,28,NA,7,21,14,1,winglength,mm,2.43,vb_team_data,NA,NA,NA,14,3.07,0.7915309446254073,159_winglength,92,keep
159,21,1,28,NA,9,21,12,1,winglength,mm,2.52,vb_team_data,NA,NA,NA,15,3.07,0.8208469055374593,159_winglength,92,keep
159,21,1,28,NA,11,21,10,1,winglength,mm,2.48,vb_team_data,NA,NA,NA,16,3.07,0.8078175895765473,159_winglength,92,keep
159,21,1,28,NA,7,29,22,1,winglength,mm,1.99,vb_team_data,NA,NA,NA,18,3.07,0.6482084690553747,159_winglength,92,keep
159,21,1,28,NA,10,32,22,1,winglength,mm,1.99,vb_team_data,NA,NA,NA,21,3.07,0.6482084690553747,159_winglength,92,keep
159,21,1,28,NA,12,30,18,1,winglength,mm,2.15,vb_team_data,NA,NA,NA,21,3.07,0.7003257328990228,159_winglength,92,keep
159,21,1,28,NA,16,26,10,1,winglength,mm,2.31,vb_team_data,NA,NA,NA,21,3.07,0.752442996742671,159_winglength,92,keep
159,21,1,28,NA,21,33,12,1,winglength,mm,2.17,vb_team_data,NA,NA,NA,27,3.07,0.7068403908794788,159_winglength,92,keep
159,21,1,28,NA,21,31,10,1,winglength,mm,2.22,vb_team_data,NA,NA,NA,26,3.07,0.723127035830619,159_winglength,92,keep
159,21,1,28,NA,26,30,4,1,winglength,mm,2.2,vb_team_data,NA,NA,NA,28,3.07,0.716612377850163,159_winglength,92,keep
159,21,0,20,12,NA,NA,NA,NA,winglength,mm,2.62,vb_team_data,NA,NA,NA,12,3.07,0.8534201954397395,159_winglength,68,keep
159,21,0,20,14,NA,NA,NA,NA,winglength,mm,2.72,vb_team_data,NA,NA,NA,14,3.07,0.8859934853420196,159_winglength,68,keep
159,21,0,20,16,NA,NA,NA,NA,winglength,mm,2.77,vb_team_data,NA,NA,NA,16,3.07,0.9022801302931597,159_winglength,68,keep
159,21,0,20,18,NA,NA,NA,NA,winglength,mm,2.72,vb_team_data,NA,NA,NA,18,3.07,0.8859934853420196,159_winglength,68,keep
159,21,0,20,21,NA,NA,NA,NA,winglength,mm,2.57,vb_team_data,NA,NA,NA,21,3.07,0.8371335504885994,159_winglength,68,keep
159,21,0,20,26,NA,NA,NA,NA,winglength,mm,2.35,vb_team_data,NA,NA,NA,26,3.07,0.7654723127035832,159_winglength,68,keep
159,21,0,20,28,NA,NA,NA,NA,winglength,mm,2.25,vb_team_data,NA,NA,NA,28,3.07,0.7328990228013029,159_winglength,68,keep
159,21,0,20,30,NA,NA,NA,NA,winglength,mm,2.14,vb_team_data,NA,NA,NA,30,3.07,0.6970684039087949,159_winglength,68,keep
159,21,0,20,32,NA,NA,NA,NA,winglength,mm,2.05,vb_team_data,NA,NA,NA,32,3.07,0.6677524429967426,159_winglength,68,keep
159,21,1,28,NA,5,15,10,1,winglength,mm,2.51,vb_team_data,NA,NA,NA,10,3.07,0.8175895765472312,159_winglength,92,keep
159,21,1,28,NA,9,15,6,1,winglength,mm,2.59,vb_team_data,NA,NA,NA,12,3.07,0.8436482084690554,159_winglength,92,keep
159,21,1,28,NA,7,21,14,1,winglength,mm,2.47,vb_team_data,NA,NA,NA,14,3.07,0.8045602605863194,159_winglength,92,keep
159,21,1,28,NA,9,21,12,1,winglength,mm,2.55,vb_team_data,NA,NA,NA,15,3.07,0.8306188925081434,159_winglength,92,keep
159,21,1,28,NA,11,21,10,1,winglength,mm,2.54,vb_team_data,NA,NA,NA,16,3.07,0.8273615635179153,159_winglength,92,keep
159,21,1,28,NA,7,29,22,1,winglength,mm,2.06,vb_team_data,NA,NA,NA,18,3.07,0.6710097719869708,159_winglength,92,keep
159,21,1,28,NA,10,32,22,1,winglength,mm,2.08,vb_team_data,NA,NA,NA,21,3.07,0.6775244299674268,159_winglength,92,keep
159,21,1,28,NA,12,30,18,1,winglength,mm,2.21,vb_team_data,NA,NA,NA,21,3.07,0.7198697068403909,159_winglength,92,keep
159,21,1,28,NA,16,26,10,1,winglength,mm,2.38,vb_team_data,NA,NA,NA,21,3.07,0.7752442996742671,159_winglength,92,keep
159,21,1,28,NA,21,33,12,1,winglength,mm,2.19,vb_team_data,NA,NA,NA,27,3.07,0.7133550488599348,159_winglength,92,keep
159,21,1,28,NA,21,31,10,1,winglength,mm,2.26,vb_team_data,NA,NA,NA,26,3.07,0.7361563517915309,159_winglength,92,keep
159,21,1,28,NA,26,30,4,1,winglength,mm,2.18,vb_team_data,NA,NA,NA,28,3.07,0.7100977198697069,159_winglength,92,keep
159,21,0,18,12,NA,NA,NA,NA,winglength,mm,2.63,vb_team_data,NA,NA,NA,12,3.07,0.8566775244299675,159_winglength,68,keep
159,21,0,18,14,NA,NA,NA,NA,winglength,mm,2.7,vb_team_data,NA,NA,NA,14,3.07,0.8794788273615636,159_winglength,68,keep
159,21,0,18,16,NA,NA,NA,NA,winglength,mm,2.69,vb_team_data,NA,NA,NA,16,3.07,0.8762214983713356,159_winglength,68,keep
159,21,0,18,18,NA,NA,NA,NA,winglength,mm,2.64,vb_team_data,NA,NA,NA,18,3.07,0.8599348534201955,159_winglength,68,keep
159,21,0,18,21,NA,NA,NA,NA,winglength,mm,2.51,vb_team_data,NA,NA,NA,21,3.07,0.8175895765472312,159_winglength,68,keep
159,21,0,18,26,NA,NA,NA,NA,winglength,mm,2.3,vb_team_data,NA,NA,NA,26,3.07,0.749185667752443,159_winglength,68,keep
159,21,0,18,28,NA,NA,NA,NA,winglength,mm,2.21,vb_team_data,NA,NA,NA,28,3.07,0.7198697068403909,159_winglength,68,keep
159,21,0,18,30,NA,NA,NA,NA,winglength,mm,2.11,vb_team_data,NA,NA,NA,30,3.07,0.6872964169381107,159_winglength,68,keep
159,21,1,28,NA,5,15,10,1,winglength,mm,2.53,vb_team_data,NA,NA,NA,10,3.07,0.8241042345276873,159_winglength,92,keep
159,21,1,28,NA,9,15,6,1,winglength,mm,2.62,vb_team_data,NA,NA,NA,12,3.07,0.8534201954397395,159_winglength,92,keep
159,21,1,28,NA,7,21,14,1,winglength,mm,2.54,vb_team_data,NA,NA,NA,14,3.07,0.8273615635179153,159_winglength,92,keep
159,21,1,28,NA,9,21,12,1,winglength,mm,2.58,vb_team_data,NA,NA,NA,15,3.07,0.8403908794788274,159_winglength,92,keep
159,21,1,28,NA,11,21,10,1,winglength,mm,2.51,vb_team_data,NA,NA,NA,16,3.07,0.8175895765472312,159_winglength,92,keep
159,21,1,28,NA,7,29,22,1,winglength,mm,2.12,vb_team_data,NA,NA,NA,18,3.07,0.6905537459283388,159_winglength,92,keep
159,21,1,28,NA,16,26,10,1,winglength,mm,2.4,vb_team_data,NA,NA,NA,21,3.07,0.7817589576547231,159_winglength,92,keep
159,21,1,28,NA,12,30,18,1,winglength,mm,2.24,vb_team_data,NA,NA,NA,21,3.07,0.729641693811075,159_winglength,92,keep
159,21,1,28,NA,21,33,12,1,winglength,mm,2.17,vb_team_data,NA,NA,NA,27,3.07,0.7068403908794788,159_winglength,92,keep
159,21,1,28,NA,21,31,10,1,winglength,mm,2.21,vb_team_data,NA,NA,NA,26,3.07,0.7198697068403909,159_winglength,92,keep
159,21,1,28,NA,26,30,4,1,winglength,mm,2.19,vb_team_data,NA,NA,NA,28,3.07,0.7133550488599348,159_winglength,92,keep
159,21,0,18,12,NA,NA,NA,NA,winglength,mm,2.7,vb_team_data,NA,NA,NA,12,3.07,0.8794788273615636,159_winglength,68,keep
